chrom1,start1,end1,chrom2,start2,end2,pet_count,label
12,4903548,4905048,12,4908577,4913996,4,1
16,74658199,74661880,16,4583372,4588950,0,0
7,138592572,138594464,7,138598215,138601138,4,1
7,129479745,129487221,7,129607836,129612253,3,1
18,75478795,75486173,18,75513810,75518793,3,1
19,13017463,13018963,19,11994455,11997077,0,0
13,46014170,46015670,13,94481407,94482921,0,0
16,20798629,20801156,16,67075371,67076871,0,0
19,39388191,39392440,19,39393027,39395664,10,1
21,31410351,31414435,21,31428473,31429973,3,1
22,36769652,36774436,22,36785861,36791723,3,1
19,47847112,47852075,19,47867755,47869706,5,1
16,3523283,3531955,16,3545354,3548384,10,1
18,26052110,26054589,18,46820196,46822161,0,0
4,5216859,5225304,4,112500509,112504952,0,0
14,51332917,51338674,14,51775774,51778754,3,1
14,59563646,59565146,14,53195376,53197776,0,0
1,92147371,92151808,1,29880118,29883724,0,0
9,106339622,106342872,9,117666474,117669556,0,0
21,20638657,20640157,21,20642804,20647393,3,1
7,120529079,120530579,7,90886607,90891036,0,0
2,30477841,30482177,2,183864779,183868986,0,0
5,136258273,136265738,5,136414163,136424051,3,1
18,48312606,48321102,18,48339686,48343946,8,1
22,23451573,23453073,22,42651405,42652905,0,0
2,75540958,75545506,2,75561140,75565921,5,1
12,122079899,122083598,12,122102123,122105823,3,1
X,30943379,30946300,X,30987427,30994333,5,1
21,32991884,32999807,21,33020323,33022852,8,1
20,49782299,49788552,20,49888029,49890585,4,1
11,117804222,117809775,11,117824580,117827887,3,1
X,106980854,106983939,X,107554445,107557267,3,1
9,103654767,103658753,9,91689988,91692342,0,0
17,21539138,21540867,17,37608955,37611938,0,0
4,109825087,109833967,4,109855676,109858953,4,1
9,814308,818102,9,106634571,106636071,0,0
12,9329095,9332148,12,9362448,9364548,4,1
12,55840194,55843921,12,55883495,55889439,5,1
2,112052821,112054464,2,67874604,67876161,0,0
17,531983,535004,17,564044,566296,3,1
12,20153597,20155097,12,20163087,20165936,3,1
19,37334347,37335847,19,20510787,20514106,0,0
2,180423000,180428885,2,189399928,189401428,0,0
20,43336756,43338256,20,6365191,6367570,0,0
2,69579544,69581044,2,69604533,69606989,3,1
8,137569970,137573678,8,137756107,137759320,3,1
12,71393614,71395114,12,31444146,31445646,0,0
X,51494635,51496135,X,151108818,151110730,0,0
20,46754678,46761587,20,47194646,47198175,4,1
6,82771011,82772511,6,82783026,82786074,3,1
9,90443870,90445370,9,90446763,90448263,3,1
2,18059415,18063272,2,18150685,18162721,5,1
X,41101207,41102707,X,77171140,77175868,0,0
12,19858074,19860371,12,132841702,132843202,0,0
7,79188371,79189871,7,79206304,79209478,4,1
7,151122432,151127026,7,151211117,151213917,5,1
7,140576468,140580479,7,140634828,140641005,3,1
2,144687089,144688589,2,158372684,158374703,0,0
20,25062034,25063534,20,52601103,52604832,0,0
4,124872259,124873759,4,111461815,111466276,0,0
3,172153797,172160180,3,172273959,172277551,3,1
8,126136636,126142197,8,126150801,126156410,6,1
13,59512066,59515417,13,59517244,59519542,3,1
8,96315226,96316784,8,81576406,81577906,0,0
21,17144348,17145848,21,46579114,46583365,0,0
8,16772618,16774118,8,136482025,136487570,0,0
5,87544580,87546080,5,20999667,21001167,0,0
6,16330728,16333048,6,16508884,16511677,3,1
20,60208875,60212276,20,60277934,60280089,3,1
5,33896157,33899686,5,145501982,145506022,0,0
2,229974902,229976402,2,139437738,139440065,0,0
8,125751051,125753337,8,125808432,125814813,3,1
X,35603321,35607698,X,2869020,2870520,0,0
20,44958476,44960553,20,57828269,57832173,0,0
4,17329426,17335353,4,17498796,17505814,3,1
13,45914585,45917926,13,60424602,60426945,0,0
14,78828325,78831773,14,78836184,78840026,5,1
9,92054389,92057373,9,35186565,35188608,0,0
6,63134225,63139283,6,21144948,21146448,0,0
8,128967109,128973601,8,128982476,128988448,11,1
12,53009513,53017668,12,53100721,53106829,6,1
16,51282583,51284083,16,15830182,15833857,0,0
16,49428976,49432087,16,49435035,49440205,8,1
X,109923168,109926972,X,88411423,88416221,0,0
13,112454245,112458829,13,112611095,112618768,3,1
22,42530472,42534672,22,37440371,37441871,0,0
17,19902867,19904367,17,57224329,57227403,0,0
13,99174033,99177487,13,99295362,99298252,3,1
14,20655182,20657238,14,20657619,20664007,7,1
11,82058588,82061077,11,104916384,104919202,0,0
22,26521125,26522625,22,32795867,32799013,0,0
6,137607901,137617944,6,137624244,137630318,3,1
4,169363008,169364904,4,99029767,99032394,0,0
7,3259805,3261305,7,81455568,81459484,0,0
X,113845023,113846728,X,131241593,131245569,0,0
18,58954904,58965135,18,59061243,59063166,4,1
9,90274134,90275634,9,24613482,24614982,0,0
21,38111230,38117501,21,39855573,39858132,0,0
7,37905016,37906516,7,37918429,37922938,3,1
21,17108962,17110462,21,46326828,46328328,0,0
21,30813522,30816045,21,39552382,39553882,0,0
X,133336224,133338665,X,95046059,95047559,0,0
1,168652896,168657744,1,24906337,24911959,0,0
8,140051075,140054235,8,47266443,47267943,0,0
5,11312575,11316011,5,11317177,11324244,10,1
3,185659637,185664480,3,185757223,185759241,3,1
22,28845686,28850890,22,20906255,20907986,0,0
12,6823155,6837384,12,6909530,6914756,5,1
8,5111267,5116719,8,6245956,6250243,3,1
2,237759956,237762600,2,238262684,238265982,4,1
19,52962097,52963597,19,49488599,49493230,0,0
5,151630735,151634069,5,151739596,151744004,3,1
17,47263988,47265488,17,52944951,52950344,0,0
21,30453583,30458030,21,30466639,30470344,3,1
14,74358899,74366938,14,74409638,74414633,5,1
16,49566474,49567974,16,5619612,5621431,0,0
1,41940655,41943260,1,111005838,111010583,0,0
4,125071736,125073720,4,28385093,28387188,0,0
19,13823013,13829291,19,45419075,45420575,0,0
13,39537787,39539287,13,39553935,39560134,4,1
9,111337844,111339344,9,79338012,79339512,0,0
8,139334252,139337528,8,58512238,58515122,0,0
3,129037939,129044085,3,129251681,129259048,7,1
13,37844059,37845559,13,77322252,77323752,0,0
1,61707584,61713481,1,61801336,61809417,4,1
21,32991884,32999807,21,33025413,33028077,3,1
17,32485055,32486555,17,57798821,57802547,0,0
12,123519079,123525393,12,43598709,43600209,0,0
12,13404083,13406765,12,13478056,13483765,3,1
8,123822854,123827147,8,123921138,123923983,4,1
22,43227466,43229347,22,43230630,43232321,5,1
8,129602634,129616998,8,129669179,129675546,3,1
18,36756253,36762403,18,36767622,36771187,13,1
8,24251151,24252651,8,24267275,24272846,3,1
2,129327578,129332608,2,129337013,129341585,5,1
7,125214239,125217973,7,125244592,125247765,4,1
12,97597985,97601289,12,45561358,45564063,0,0
17,30227788,30230364,17,14078198,14080276,0,0
13,99174033,99177487,13,99258049,99262528,4,1
16,14599517,14601128,16,14618237,14619737,3,1
21,18936887,18938387,21,28192827,28197408,0,0
19,35328269,35333067,19,35352792,35354385,5,1
3,47618085,47620679,3,30593736,30595236,0,0
13,102664923,102669420,13,113096507,113099597,0,0
12,12642951,12648177,12,12648635,12650135,4,1
12,93519503,93522307,12,93525019,93526929,3,1
9,133586807,133590509,9,133639011,133643981,5,1
21,38061384,38066622,21,38938614,38940244,0,0
13,43906909,43910191,13,43914010,43918542,3,1
12,4172507,4174955,12,4204209,4215825,3,1
19,55235402,55238478,19,19481231,19482731,0,0
8,42092065,42093565,8,81865422,81866922,0,0
3,130454916,130456416,3,131554591,131558557,0,0
4,102631878,102634089,4,88367574,88370711,0,0
21,20058068,20059568,21,32204994,32208967,0,0
4,145417218,145419542,4,41060224,41063322,0,0
13,51930980,51933689,13,51935224,51937593,5,1
13,96737591,96743781,13,96837486,96840007,4,1
6,6481835,6486836,6,89041024,89043716,0,0
18,59781340,59784082,18,59864652,59869312,3,1
5,90044413,90048843,5,90231963,90236777,3,1
16,76990868,76994411,16,82743327,82745394,0,0
21,39605245,39607324,21,39617203,39621421,4,1
7,85038113,85041327,7,85042071,85043926,3,1
1,65630697,65632905,1,222384009,222394778,0,0
3,94489416,94490916,3,171047055,171051585,0,0
1,176951578,176956686,1,176993241,177001845,3,1
21,30875869,30877369,21,38061384,38066622,0,0
17,77529915,77532667,17,77536013,77540241,3,1
11,73383989,73388165,11,73467668,73474077,4,1
8,130887973,130890685,8,71651094,71652771,0,0
2,126532964,126536751,2,126588976,126593476,3,1
18,4357275,4360674,18,4366113,4371202,4,1
7,51627185,51634565,7,45941496,45942996,0,0
7,126444739,126447842,7,126540794,126544464,3,1
20,21531389,21533574,20,12920801,12926858,0,0
19,46204822,46209333,19,42305230,42306730,0,0
19,31562216,31566684,19,41301053,41302553,0,0
2,42118478,42119978,2,78329462,78332693,0,0
7,2357094,2360157,7,2364173,2367737,4,1
19,9463757,9467609,19,9471522,9476940,4,1
14,103196100,103198420,14,52852371,52854743,0,0
3,197075751,197077251,3,118341154,118342654,0,0
22,45267320,45270428,22,36863255,36864755,0,0
22,50303312,50307713,22,50332221,50336573,3,1
13,75465248,75466748,13,62465632,62467132,0,0
8,88383776,88385276,8,42533466,42534966,0,0
1,71682538,71684038,1,30726612,30732672,0,0
16,9449790,9451290,16,9487009,9493166,3,1
2,53531216,53532716,2,21670304,21674732,0,0
X,148305532,148310895,X,148311439,148312939,4,1
5,1173779,1176406,5,1187739,1191843,9,1
X,149123826,149126815,X,149128412,149129912,3,1
21,38724009,38725509,21,26521998,26524534,0,0
16,86613541,86615455,16,31680571,31684332,0,0
12,91404613,91408039,12,91438108,91442819,3,1
X,110483546,110485046,X,83634738,83636991,0,0
18,72126284,72134116,18,76489088,76490588,0,0
16,80507015,80508515,16,81570033,81580920,0,0
21,33175986,33179569,21,33184663,33190426,3,1
11,8321287,8322787,11,101452928,101456183,0,0
22,45501070,45504670,22,43354802,43358243,0,0
14,106345389,106351959,14,106360948,106365516,5,1
1,213508515,213514576,1,239615606,239617106,0,0
9,82945988,82947488,9,103251505,103255464,0,0
5,94388201,94391308,5,94442118,94446856,4,1
13,101725788,101729711,13,101754715,101762854,3,1
X,75160812,75164772,X,117403919,117406890,0,0
X,38437354,38438854,X,83384644,83394960,0,0
4,7873336,7879098,4,7900765,7905671,4,1
6,86484992,86486492,6,132277918,132280800,0,0
19,53039628,53043828,19,55579241,55582291,0,0
11,122685698,122688946,11,21362216,21364647,0,0
21,20352713,20354213,21,17010677,17012177,0,0
9,86192842,86194342,9,37124254,37127494,0,0
18,35559828,35563279,18,26335415,26338602,0,0
1,69943767,69955752,1,69972904,69974404,3,1
5,141264133,141266962,5,141279273,141283172,5,1
1,225474382,225476379,1,225817826,225820446,3,1
X,130964836,130967702,X,131631666,131635318,4,1
9,112895434,112900605,9,112920717,112922747,4,1
12,86717504,86722976,12,40394406,40396281,0,0
4,26182024,26183524,4,26187469,26191810,3,1
6,90321930,90326617,6,90347114,90348614,3,1
16,67543984,67548512,16,67649615,67658183,5,1
19,17971302,17976830,19,18100165,18102305,4,1
11,14399249,14400749,11,6793860,6799194,0,0
13,42788515,42791196,13,42792472,42795922,5,1
18,52976713,52978213,18,7228455,7229955,0,0
2,35053245,35057981,2,35077202,35081221,3,1
1,178519145,178527700,1,178575948,178581500,5,1
21,31410351,31414435,21,31291191,31292691,0,0
19,38560484,38566872,19,38634258,38638043,3,1
3,147414820,147416320,3,82029940,82034195,0,0
7,74131655,74134780,7,74136855,74140522,3,1
14,83085028,83086528,14,51830677,51832841,0,0
11,134094679,134104346,11,134161111,134164876,3,1
9,109808392,109809892,9,106941717,106944892,0,0
8,37274967,37278279,8,37283273,37285681,4,1
20,16682558,16684778,20,43647086,43650448,0,0
4,3036143,3039194,4,3041058,3042558,6,1
16,8236964,8238464,16,75447352,75449877,0,0
4,25102460,25106577,4,3268306,3269822,0,0
3,9265719,9270148,3,9270723,9274009,3,1
4,113532379,113534470,4,137003102,137006945,0,0
16,9070948,9073214,16,9080173,9083333,3,1
20,63053836,63059941,20,63115097,63118765,4,1
16,10113761,10116795,16,68208371,68211256,0,0
11,47964123,47971729,11,47989144,47990644,5,1
11,2237143,2240579,11,39114170,39117769,0,0
20,36202434,36203934,20,36212130,36215798,6,1
2,214815394,214819356,2,50588488,50592757,0,0
2,188107936,188111758,2,110801016,110804207,0,0
6,111737791,111739291,6,111740232,111741732,3,1
6,158554009,158555509,6,12231744,12235590,0,0
4,179210666,179214598,4,42684214,42686239,0,0
4,41855046,41857652,4,84585929,84587429,0,0
4,108280202,108291308,4,151702945,151705117,0,0
20,53216861,53224508,20,53276240,53280419,3,1
20,51442703,51447358,20,48161599,48163682,0,0
3,81864725,81868088,3,166707445,166710356,0,0
19,12589633,12591510,19,33583135,33584635,0,0
16,23695989,23701150,16,24486746,24488246,3,1
4,7741409,7743549,4,7743892,7746376,5,1
13,78535472,78536972,13,46111441,46112941,0,0
7,128823399,128830850,7,128834715,128836512,5,1
4,173354339,173358562,4,76400792,76402337,0,0
12,29224774,29227686,12,29229719,29239376,5,1
22,19693347,19696613,22,19813606,19819523,3,1
1,183887350,183892257,1,188431955,188435523,0,0
4,159142361,159144489,4,185563026,185564526,0,0
8,22210049,22214880,8,22223280,22226124,4,1
12,108592115,108595788,12,108644123,108649371,3,1
1,29764991,29770010,1,29781923,29785352,3,1
21,25526704,25528307,21,18349430,18351278,0,0
14,20657619,20664007,14,20690189,20692124,4,1
6,35520910,35524645,6,35558144,35560103,3,1
20,49773340,49774840,20,17697068,17700679,0,0
1,162351987,162353487,1,162362282,162364497,3,1
14,78266140,78267640,14,35909928,35914761,0,0
21,16667661,16669600,21,43664519,43666019,0,0
14,83476036,83477536,14,38845963,38849080,0,0
12,14746608,14749671,12,14775599,14781724,6,1
16,81967800,81970551,16,59171384,59176670,0,0
1,86737468,86744850,1,86747249,86753319,8,1
21,37164143,37168256,21,37182828,37185691,3,1
16,386291,387791,16,69165809,69167608,0,0
4,182706053,182711614,4,185029082,185035018,3,1
16,60755809,60757309,16,80733836,80735833,0,0
7,31348547,31352755,7,149550453,149553394,0,0
11,19758202,19763062,11,19764277,19767860,7,1
5,139491061,139495417,5,139619424,139626968,3,1
16,81260512,81264770,16,81268230,81271397,12,1
X,132479418,132486280,X,117710348,117711854,0,0
3,44445082,44446582,3,17424046,17426590,0,0
7,121160113,121162403,7,120367262,120370959,0,0
8,135704794,135709909,8,135714137,135716694,3,1
14,102144411,102146267,14,49342570,49345310,0,0
X,19676438,19680750,X,2827806,2829306,0,0
5,7586177,7587789,5,43395001,43396501,0,0
X,52424160,52428964,X,52433599,52437505,4,1
1,220311213,220315929,1,187198350,187199850,0,0
19,47677276,47679317,19,7783038,7784538,0,0
22,19879708,19882652,22,24488637,24490572,0,0
1,145961225,145965011,1,145987005,145988877,3,1
3,23512576,23514937,3,191133281,191136559,0,0
3,142138149,142139649,3,39340942,39342442,0,0
7,98026866,98030777,7,98039563,98044082,3,1
12,124636690,124638190,12,1972835,1980180,0,0
X,117068451,117072851,X,117080833,117082404,3,1
20,58053379,58054879,20,43537394,43539188,0,0
7,3758532,3763659,7,3796289,3798860,3,1
7,151664487,151671257,7,151672316,151673859,3,1
5,144667030,144670580,5,144681281,144684107,3,1
18,31299817,31301471,18,67803805,67810727,0,0
6,36849168,36853274,6,36888312,36889812,3,1
4,176021672,176023268,4,147992576,147996027,0,0
X,12579960,12581460,X,16030253,16031753,0,0
9,127804921,127809995,9,127849061,127851386,4,1
21,37182828,37185691,21,33786438,33788566,0,0
2,218670715,218674744,2,218689966,218693819,4,1
18,5783779,5792732,18,5794603,5796103,6,1
4,142282279,142284791,4,142344812,142348807,4,1
1,224760906,224764317,1,224766013,224769823,4,1
6,138372437,138376854,6,138393467,138398419,6,1
5,120386161,120392361,5,120403634,120408223,3,1
8,134494227,134497085,8,134506167,134509292,3,1
6,157434226,157437634,6,10549918,10551418,0,0
1,110701476,110704022,1,152445496,152450274,0,0
21,34366858,34368438,21,19354809,19356309,0,0
9,113995081,114001606,9,114025026,114027219,7,1
13,85330580,85332080,13,52017684,52019184,0,0
19,45039497,45045564,19,45236616,45240562,3,1
13,112791424,112792924,13,98681162,98684377,0,0
7,41611871,41613940,7,107794665,107797173,0,0
18,30910597,30912416,18,74974155,74978485,0,0
12,131484643,131489188,12,131538839,131542740,4,1
20,44749051,44752081,20,41776975,41781316,0,0
19,4183506,4187463,19,4234026,4238115,6,1
16,3238655,3240155,16,23682721,23685280,0,0
3,102946219,102947719,3,37883709,37885209,0,0
1,109393261,109395492,1,211411946,211413446,0,0
16,8938455,8948505,16,8949901,8954202,10,1
16,53889850,53893351,16,65779859,65782082,0,0
7,1683570,1688305,7,1718826,1725199,3,1
11,29081920,29085887,11,119775688,119779631,0,0
Y,56855182,56861825,Y,56877687,56881636,7,1
16,27398403,27402396,16,27431383,27434491,3,1
21,34279666,34287518,21,34289117,34292353,5,1
6,77194671,77196171,6,94887295,94888795,0,0
11,25990092,25994262,11,26004482,26006305,3,1
19,51154540,51156040,19,51172314,51174743,3,1
22,27539385,27543678,22,27340079,27342928,0,0
5,29026735,29028638,5,115295082,115296592,0,0
11,48156824,48160551,11,32743869,32746158,0,0
17,55525746,55528430,17,55823409,55826713,4,1
7,22342500,22351757,7,22384046,22389030,3,1
5,57816335,57817835,5,139158639,139160471,0,0
12,3656282,3660700,12,3740568,3745906,3,1
19,11056637,11058137,19,48783766,48786937,0,0
6,34530033,34531961,6,34538318,34543174,3,1
17,55720423,55721923,17,55730176,55733356,3,1
11,736936,740823,11,127823294,127825942,0,0
12,123114115,123119811,12,123153315,123159932,3,1
18,67786559,67792321,18,67803805,67810727,5,1
2,222117066,222118566,2,231318487,231322504,0,0
6,100890932,100895483,6,124451154,124452654,0,0
11,101668994,101672600,11,101710664,101715624,3,1
5,11103563,11105063,5,150871947,150875844,0,0
11,28324874,28330344,11,28333871,28344288,6,1
2,152056307,152057807,2,152058526,152061449,4,1
11,46145617,46154078,11,46318862,46321400,3,1
18,47502089,47503589,18,38475124,38481169,0,0
9,72542625,72544125,9,30472419,30474395,0,0
22,48077062,48084133,22,48110382,48115778,4,1
16,80191384,80193241,16,87767780,87770103,0,0
9,120531430,120535219,9,120544150,120549587,3,1
18,2763189,2767483,18,520300,521800,0,0
6,10755364,10756864,6,98950705,98953399,0,0
22,22154236,22159726,22,22459939,22466608,3,1
5,151558186,151565088,5,151603529,151610754,4,1
14,27179794,27182495,14,53186821,53188321,0,0
X,7278838,7280996,X,7281750,7284235,3,1
17,75307527,75319742,17,75382655,75384816,4,1
19,7727025,7728911,19,7898663,7900163,0,0
14,75502895,75506552,14,75522274,75525006,3,1
12,92293788,92297242,12,92305733,92308332,3,1
2,20421777,20424007,2,201021688,201023188,0,0
13,24688204,24690972,13,99206456,99210131,0,0
8,20979630,20985621,8,21011325,21016969,5,1
17,7598565,7601856,17,7696106,7700840,3,1
4,1743884,1746938,4,1822802,1827935,3,1
9,134527653,134533272,9,90052519,90054019,0,0
4,29636845,29640579,4,8219375,8222546,0,0
5,137074540,137076048,5,66363352,66372278,0,0
5,57311076,57312576,5,7415257,7418904,0,0
19,4756331,4760618,19,13039976,13041493,0,0
11,95102639,95104139,11,104603610,104605110,0,0
13,72204467,72207500,13,72220329,72222838,3,1
X,64033032,64035620,X,64046817,64048818,3,1
